Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,RE24,DFS(DK),DFS(FD),Pos
45,210,49 (1),May 29,NYM,,MIL,W4-2,CG,4,4,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,.320,.412,.653,1.066,1,1.14,-0.010,-0.41,7.00,9.50,LF
46,211,50,May 30,NYM,,MIL,W5-4,CG(12),6,4,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,.318,.415,.643,1.058,1,1.56,0.110,0.30,7.00,9.00,LF
47,212,51,May 31,NYM,,MIL,L1-7,CG,5,4,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,.316,.415,.639,1.054,1,.44,-0.046,0.63,9.00,12.50,LF
48,213,52,Jun 1,NYM,,MIL,L1-2,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.309,.406,.623,1.030,1,1.06,-0.107,-0.72,0.00,0.00,LF
49,214,53,Jun 2,NYM,,PIT,L7-12,CG,5,5,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,.305,.401,.629,1.030,1,.82,0.189,0.83,16.00,22.20,LF
50,215,54,Jun 3,NYM,,PIT,W4-2,CG,4,2,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,.302,.403,.621,1.024,1,.72,0.033,0.42,6.00,9.20,LF
51,216,55,Jun 4,NYM,,PIT,L1-11,CG,4,3,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,.308,.410,.628,1.038,1,.60,0.093,1.22,10.00,12.00,LF
52,217,56,Jun 6,NYM,@,TEX,L8-10,CG,6,4,1,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,.307,.412,.625,1.037,1,1.12,0.105,0.77,11.00,15.20,LF
53,218,57,Jun 7,NYM,@,TEX,W4-3,CG,4,2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,.303,.414,.618,1.032,1,.95,0.015,0.26,6.00,9.20,LF
54,219,58,Jun 9,NYM,@,ATL,L2-3,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.297,.406,.604,1.011,1,1.03,-0.131,-1.22,0.00,0.00,LF
55,220,59,Jun 10 (1),NYM,@,ATL,W6-1,CG,5,2,2,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,.293,.411,.598,1.009,2,.90,0.080,1.04,10.00,15.40,RF
56,221,60,Jun 10 (2),NYM,@,ATL,W8-1,CG,5,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,.289,.410,.588,.999,1,.54,0.020,-0.08,6.00,9.20,LF
57,222,61,Jun 11,NYM,@,ATL,W2-1,GS-9,4,4,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,.293,.412,.592,1.004,1,.93,0.048,0.58,10.00,12.20,LF
58,223,64 (2),Jun 14,NYM,,CHC,W9-4,6-7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.292,.410,.589,.999,9,2.12,-0.050,-0.29,0.00,0.00,PH
59,224,65,Jun 15,NYM,,WSN,L3-8,7-GF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.290,.409,.585,.994,9,.15,-0.004,-0.23,0.00,0.00,CF
60,225,66,Jun 16,NYM,,WSN,L2-7,CG,4,3,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,.286,.406,.577,.982,1,1.00,-0.093,-0.77,2.00,3.00,CF
61,226,67,Jun 17,NYM,,WSN,L4-7,CG,5,5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.284,.402,.567,.969,1,.97,-0.092,-0.75,3.00,3.00,CF
62,227,68,Jun 18,NYM,,WSN,W5-1,CG,5,3,0,2,0,0,0,2,1,0,0,1,0,0,0,0,1,0,.289,.410,.569,.978,1,.95,0.192,2.35,19.00,25.00,CF
63,228,69,Jun 19,NYM,@,LAD,L6-10,CG,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,.282,.402,.555,.957,1,.65,-0.093,-1.38,0.00,0.00,CF
64,229,70,Jun 20,NYM,@,LAD,L0-12,CG,4,2,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,.280,.403,.550,.953,1,.44,0.005,-0.10,4.00,6.00,CF LF
65,230,71,Jun 21,NYM,@,LAD,L2-8,9-GF,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.278,.402,.547,.949,9,.01,-0.001,-0.20,2.00,3.20,PH
66,231,72,Jun 22,NYM,@,LAD,L3-6,8-8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.277,.400,.545,.945,8,3.26,-0.084,-0.77,0.00,0.00,PH
67,232,73,Jun 23,NYM,@,SFG,W11-4,CG,5,5,1,3,1,0,0,2,0,0,1,0,0,0,0,0,0,0,.284,.404,.550,.954,5,.29,0.076,1.78,17.00,22.20,CF
68,233,74,Jun 24,NYM,@,SFG,W5-2,9-9,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.288,.406,.553,.959,9,.28,0.028,1.20,7.00,9.70,PH
69,234,75,Jun 25,NYM,@,SFG,W8-2,GS-6,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.285,.405,.548,.953,7,.74,-0.039,-0.30,2.00,3.00,LF
70,235,86 (10),Jul 9,NYM,@,STL,L0-6,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.284,.403,.542,.945,2,.41,0.018,0.01,3.00,3.00,CF
71,236,87,Jul 14,NYM,,COL,W14-2,CG,6,4,1,2,0,0,1,4,2,0,1,0,0,0,0,0,0,0,.288,.409,.555,.963,1,.46,0.018,2.79,27.00,38.20,CF
72,237,88,Jul 15,NYM,,COL,W9-3,CG,5,4,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,.283,.405,.545,.950,1,.25,0.025,-0.34,4.00,6.20,CF LF
73,238,89,Jul 16,NYM,,COL,L4-13,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,.278,.399,.536,.935,3,.39,-0.055,-1.27,0.00,0.00,LF
74,239,90,Jul 17,NYM,,STL,L3-6,CG,5,4,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,.278,.399,.544,.943,1,1.40,0.055,0.18,16.00,21.70,CF
75,240,91,Jul 18,NYM,,STL,L0-5,CG,4,4,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,.282,.401,.547,.948,1,.46,0.011,0.70,8.00,9.00,CF
76,241,92,Jul 19,NYM,,STL,W7-3,CG,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.280,.397,.540,.937,1,.27,-0.014,-0.68,5.00,6.20,CF
77,242,93,Jul 20,NYM,,STL,W3-2,CG,4,2,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,.286,.405,.548,.953,3,1.03,0.162,1.25,12.00,15.00,CF
78,243,94,Jul 21,NYM,,OAK,W7-5,CG,4,4,2,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,.289,.406,.570,.977,1,1.30,0.208,2.75,32.00,44.40,CF
79,244,95,Jul 22,NYM,,OAK,W6-5,CG,5,5,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,.291,.406,.571,.977,1,1.20,0.070,0.74,10.00,12.50,CF
80,245,96,Jul 23,NYM,,OAK,L2-3,CG,4,4,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,.294,.408,.581,.989,1,1.02,0.172,1.49,17.00,21.70,LF
81,246,97,Jul 24,NYM,@,SDP,W5-3,CG,5,5,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,.293,.404,.578,.982,1,.47,-0.028,-0.44,7.00,9.20,CF
82,247,98,Jul 25,NYM,@,SDP,W6-5,7-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.292,.403,.576,.979,9,.22,-0.006,-0.16,0.00,0.00,LF
83,248,99,Jul 26,NYM,@,SDP,L3-6,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.287,.398,.567,.965,1,.60,-0.061,-0.72,0.00,0.00,CF
84,249,100,Jul 27,NYM,@,SDP,L5-7,CG,5,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.289,.398,.568,.966,1,.75,0.046,0.33,12.00,15.40,CF
85,250,101,Jul 28,NYM,@,SEA,W7-5,CG,5,5,2,2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,.291,.398,.586,.984,1,.88,0.291,1.37,28.00,37.40,CF
86,251,102,Jul 29,NYM,@,SEA,L2-3,CG,5,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,.291,.398,.581,.980,1,1.50,0.041,0.51,7.00,9.50,LF
87,252,103,Jul 30,NYM,@,SEA,L1-9,CG,5,5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.289,.395,.575,.970,1,.31,-0.017,-0.84,3.00,3.00,CF
88,253,104,Aug 1,NYM,@,COL,L4-5,CG,5,3,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,.293,.401,.576,.977,1,1.30,0.141,1.43,12.00,15.20,CF
89,254,105,Aug 2,NYM,@,COL,W10-5,CG,5,5,1,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,.295,.401,.573,.974,1,.62,0.045,0.80,10.00,12.70,CF
90,255,106,Aug 3,NYM,@,COL,L4-5,CG,5,5,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,.293,.398,.567,.965,1,1.53,-0.102,-0.90,5.00,6.20,CF
91,256,107,Aug 4,NYM,,LAD,L0-6,CG,4,4,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.296,.399,.566,.965,1,1.01,-0.036,-0.21,6.00,6.00,CF
92,257,108,Aug 5,NYM,,LAD,L4-7,GS-8,4,4,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,.295,.398,.571,.969,1,.83,0.029,-0.04,14.00,18.70,CF
93,258,109,Aug 6,NYM,,LAD,L0-8,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.292,.394,.564,.958,1,.36,-0.037,-0.84,0.00,0.00,CF
94,259,110,Aug 8,NYM,,TEX,W5-4,CG,4,2,2,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,.293,.397,.573,.971,1,.50,0.109,0.94,20.00,27.90,CF
95,260,111,Aug 9,NYM,,TEX,L1-5,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.289,.393,.566,.959,1,.49,-0.050,-0.72,0.00,0.00,CF
96,261,112,Aug 10,NYM,@,PHI,W10-0,CG,5,3,2,1,0,0,1,3,2,0,1,0,0,0,0,0,0,0,.290,.396,.573,.969,4,.47,0.037,3.04,24.00,34.90,CF
97,262,113,Aug 11,NYM,@,PHI,W7-6,CG,5,4,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,.289,.396,.578,.974,4,.84,0.024,0.36,16.00,21.70,CF RF
98,263,114,Aug 12,NYM,@,PHI,L1-3,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.287,.394,.573,.968,4,1.21,-0.009,-0.25,2.00,3.00,CF
99,264,115,Aug 13,NYM,@,PHI,W6-2,CG,5,5,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,.285,.392,.576,.969,3,.63,0.105,0.28,16.00,22.20,CF
100,265,116,Aug 14,NYM,@,NYY,L2-4,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.282,.388,.570,.958,4,1.02,-0.107,-0.94,0.00,0.00,RF
101,266,117,Aug 15,NYM,@,NYY,L4-5,CG,4,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.282,.389,.568,.957,4,1.18,0.014,0.20,5.00,6.00,DH
102,267,118,Aug 16,NYM,,NYY,L3-5,CG,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,.282,.388,.567,.955,4,1.20,0.081,0.40,5.00,6.00,RF
103,268,119,Aug 17,NYM,,NYY,L5-7,CG,5,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,.279,.386,.561,.946,3,.81,-0.094,-1.11,2.00,3.00,CF LF
104,269,120,Aug 18,NYM,,MIA,L1-3,9-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.278,.385,.559,.944,7,.54,-0.014,-0.10,0.00,0.00,PH
105,270,121,Aug 19,NYM,,MIA,W8-1,CG,4,4,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,.278,.384,.556,.939,4,.94,0.115,1.45,7.00,9.70,RF
106,271,122,Aug 20,NYM,,MIA,L4-6,CG,4,3,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,.275,.382,.551,.933,2,.85,-0.062,-0.31,4.00,6.20,RF
107,272,123,Aug 21,NYM,,ARI,L2-3,CG(10),5,4,1,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,.278,.385,.559,.943,3,1.69,0.132,1.10,19.00,24.70,RF
108,273,125 (1),Aug 23,NYM,,ARI,W4-2,CG,4,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,.280,.386,.558,.944,3,.87,0.141,1.16,10.00,13.00,RF
109,274,126,Aug 24,NYM,,ARI,L2-3,GS-5,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.279,.384,.555,.939,2,.77,-0.041,-0.38,0.00,0.00,RF
